V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,i.user1,i.user9,i.user3,Q1.1_1_TEXT,Q1.1_2_TEXT,Q1.1_3_TEXT,Q1.1_4_TEXT,Q1.1_5_TEXT,Q1.1_6_TEXT,Q1.1_7_TEXT,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.1,Q6.1,Q7.1,Q8.1,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7,Q8.8,Q8.9,Q8.10,Q8.11_1,Q8.11_2,Q8.11_3,Q8.11_4,Q9.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q9.10,Q9.11_1,Q9.11_2,Q9.11_3,Q9.11_4,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11_1,Q10.11_2,Q10.11_3,Q10.11_4,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11_1,Q11.11_2,Q11.11_3,Q11.11_4,Q12.1,Q12.2_1,Q12.2_2,Q12.2_3,Q12.2_4,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11_1,Q12.11_2,Q12.11_3,Q12.11_4,Q13.1,Q13.2_1,Q13.2_2,Q13.2_3,Q13.2_4,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11_1,Q13.11_2,Q13.11_3,Q13.11_4,Q14.1,Q14.2_1,Q14.2_2,Q14.2_3,Q14.2_4,Q14.3,Q14.4,Q14.5,Q14.6,Q14.7,Q14.8,Q14.9,Q14.10,Q14.11_1,Q14.11_2,Q14.11_3,Q14.11_4,Q15.1,Q15.2_1,Q15.2_2,Q15.2_3,Q15.2_4,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8,Q15.9,Q15.10,Q15.11_1,Q15.11_2,Q15.11_3,Q15.11_4,Q16.1,Q16.2_1,Q16.2_2,Q16.2_3,Q16.2_4,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11_1,Q16.11_2,Q16.11_3,Q16.11_4,Q17.1,Q17.2_1,Q17.2_2,Q17.2_3,Q17.2_4,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.8,Q17.9,Q17.10,Q17.11_1,Q17.11_2,Q17.11_3,Q17.11_4,Q18.1,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q18.8,Q18.9,Q18.10,Q18.11_1,Q18.11_2,Q18.11_3,Q18.11_4,Q19.1,Q19.2_1,Q19.2_2,Q19.2_3,Q19.2_4,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q19.8,Q19.9,Q19.10,Q19.11_1,Q19.11_2,Q19.11_3,Q19.11_4,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7_1,Q23.7_2,Q23.7_4,Q23.7_5,Q23.7_7,Q23.8,Q23.9,Q23.10,Q23.10_TEXT,Q22.1,Q22.2,Q22.3,Q22.4,Q22.5,Q22.6,Q22.7_1,Q22.7_2,Q22.7_4,Q22.7_5,Q22.7_7,Q22.8,Q22.9,Q22.10,Q22.10_TEXT,Q24.1,Q24.2_1,Q24.3,Q24.4,Q24.5,Q24.6,Q24.7,Q314,Q24.8,Q24.9,Q24.10,Q313,Q24.11,Q25.1,Q25.2,Q25.4,Q25.6,Q25.7,Q25.9,Q25.11,Q315,Q316,Q26.1,Q26.2,Q27.1,Q27.2,Q27.4,Q27.7,Q27.9,Q27.12,Q27.13,Q27.14,Q27.16,Q27.17,Q27.18,Q27.20,Q317,Q318,Q28.1,Q28.2,Q29.1,Q29.2,Q29.4,Q29.6,Q29.7,Q29.9,Q29.11,Q319,Q320,Q30.1,Q30.2_1,Q30.2_2,Q30.2_3,Q30.2_4,Q30.3,Q30.4_1,Q30.4_2,Q30.4_3,Q30.4_4,Q30.4_5,Q30.4_6,Q30.5_1,Q30.5_2,Q30.5_3,Q30.5_4,Q31.1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.3,Q31.4_1,Q31.4_2,Q31.4_3,Q31.4_4,Q31.4_5,Q31.4_6,Q31.5_1,Q31.5_2,Q31.5_3,Q31.5_4,Q32.1,Q32.2_1,Q32.2_2,Q32.2_3,Q32.2_4,Q32.3,Q32.4_1,Q32.4_2,Q32.4_3,Q32.4_4,Q32.4_5,Q32.4_6,Q32.5_1,Q32.5_2,Q32.5_3,Q32.5_4,Q33.1,Q33.2_1,Q33.2_2,Q33.2_3,Q33.2_4,Q33.3,Q33.4_1,Q33.4_2,Q33.4_3,Q33.4_4,Q33.4_5,Q33.4_6,Q33.5_1,Q33.5_2,Q33.5_3,Q33.5_4,Q34.1,Q34.2_1,Q34.2_2,Q34.2_3,Q34.2_4,Q34.3,Q34.4_1,Q34.4_2,Q34.4_3,Q34.4_4,Q34.4_5,Q34.4_6,Q34.5_1,Q34.5_2,Q34.5_3,Q34.5_4,Q35.1,Q35.2_1,Q35.2_2,Q35.2_3,Q35.2_4,Q35.3,Q35.4_1,Q35.4_2,Q35.4_3,Q35.4_4,Q35.4_5,Q35.4_6,Q35.5_1,Q35.5_2,Q35.5_3,Q35.5_4,Q36.1,Q36.2_1,Q36.2_2,Q36.2_3,Q36.2_4,Q36.3,Q36.4_1,Q36.4_2,Q36.4_3,Q36.4_4,Q36.4_5,Q36.4_6,Q36.5_1,Q36.5_2,Q36.5_3,Q36.5_4,Q37.1,Q37.2_1,Q37.2_2,Q37.2_3,Q37.2_4,Q37.3,Q37.4_1,Q37.4_2,Q37.4_3,Q37.4_4,Q37.4_5,Q37.4_6,Q37.5_1,Q37.5_2,Q37.5_3,Q37.5_4,Q38.1,Q38.2_1,Q38.2_2,Q38.2_3,Q38.2_4,Q38.3,Q38.4_1,Q38.4_2,Q38.4_3,Q38.4_4,Q38.4_5,Q38.4_6,Q38.5_1,Q38.5_2,Q38.5_3,Q38.5_4,Q39.1,Q39.2_1,Q39.2_2,Q39.2_3,Q39.2_4,Q39.3,Q39.4_1,Q39.4_2,Q39.4_3,Q39.4_4,Q39.4_5,Q39.4_6,Q39.5_1,Q39.5_2,Q39.5_3,Q39.5_4,Q40.1,Q40.2_1,Q40.2_2,Q40.2_3,Q40.2_4,Q40.3,Q40.4_1,Q40.4_2,Q40.4_3,Q40.4_4,Q40.4_5,Q40.4_6,Q40.5_1,Q40.5_2,Q40.5_3,Q40.5_4,Q41.1,Q41.2_1,Q41.2_2,Q41.2_3,Q41.2_4,Q41.3,Q41.4_1,Q41.4_2,Q41.4_3,Q41.4_4,Q41.4_5,Q41.4_6,Q41.5_1,Q41.5_2,Q41.5_3,Q41.5_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q20.1_5,Q20.2_1,Q20.2_2,Q20.2_4,Q20.2_5,Q20.2_7,Q20.3,Q20.4,Q20.5,Q20.5_TEXT,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q42.1_5,Q42.2_1,Q42.2_2,Q42.2_4,Q42.2_5,Q42.2_7,Q42.3,Q42.4,Q42.5,Q42.5_TEXT,DO-BR-FL_346,DO-BR-FL_214,DO-BR-FL_269,DO-BR-FL_273,DO-BR-FL_291,DO-BR-FL_365,DO-BR-FL_375,DO-BR-FL_385,DO-Q-Q20.2,DO-Q-Q42.2,DO-Q-Q23.7,DO-Q-Q22.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2xWfEDal2Bqtgaw,Default Response Set,Anonymous,,,,0,28/01/2018 16:38,28/01/2018 16:46,1,,,,,,,,,,,1,1,4,4,6,1,5,5,7,3,כפר יונה ,בעיית הירוק שהולך ןנגמר .ובעיית השדה תעופה שרוצים להקים פה ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.994,5.066,15.287,2,1,1,3,3,3,3,5,3,2.21,33.202,33.855,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.224,3.224,4.045,1,1,1,3,4,2,2,2,2,1.676,22.045,23.062,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,7,4,6,1,1,1,1,,7,5,8,9,1,47,5,3,1,,,,נתניה,1,1,2,1,,,,,,,,,,,,1,1,5,1,3,1,1,4,2,1,6,6,1,3,1,כל עוד בעלי ההון שולטים אז כל הדרכים לשינוי חסומות ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile_air b,,,,,,,,1|4|5|2|7,,,
R_x5FzQGR0k07ulr3,Default Response Set,Anonymous,,,,0,28/01/2018 16:37,28/01/2018 16:47,1,,,,,,,,,,,1,1,5,5,5,1,4,3,5,3,פתח תקווה,"לכלוך, אנשים מזלזלים באיכות הסביבה ומלכלכים.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.286,7.566,7.605,4,1,1,4,7,6,6,6,6,5.598,34.769,34.826,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.087,8.338,10.322,8,1,1,7,7,5,6,6,5,1.62,48.871,48.923,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,6,6,1,1,1,,,,3,2,8,9,,,,,,,,,,,,,,,,1,19,4,1,2,,,,פתח תקווה,3,1,5,1,,,,,,,,,,,,1,1,7,1,5,1,1,7,3,1,4,6,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile_waste e,,,,,,,2|5|1|4|7,,,,
R_cYFHn5M7PMcR1sZ,Default Response Set,Anonymous,,,,0,28/01/2018 16:39,28/01/2018 16:50,1,,,,,,,,,,,1,1,1,1,1,,,,,,,,1,4,קרימינולוגיה,7,5,4,לא יודעת  קשה למצוא עבודה בתחום,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,7,1,2,2,קרית אתא,1,קרית אתא,2,2,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,7,1,1,4,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3.275,0,1,4,4,5,3,3,3,68.82,73.534,75.081,6,1,0,0,1.636,0,1,3,4,3,4,3,3,2.706,8.799,9.537,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5,,,,1,1,4,4,4,,Relevance_control,POLICY PROGRAMS intro_control,,,,,,air f,,5|4|2|1|7,,,,,
R_R4SzADBiffAZQCB,Default Response Set,Anonymous,,,,0,28/01/2018 16:31,28/01/2018 16:50,1,,,,,,,,,,,1,1,6,6,3,1,2,2,4,2,קרית אתא,"תשתיות הישנות של העיר, בנוסף אני דואגת שפרקים ואזורים ירוקים הולכים להעלם עקב בניה פרוע ולא מתחשבת של בינייני מגורים (למשל בניינים נבנים ללא חנייה פנימית וגם סביב הבניין אין מקום אפילו מוגדר לחניון)",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,5,1,2,,,1,אוקראינה,2,2,3,2,,,,,,,,,,,,1,1,7,1,6,1,1,7,1,1,6,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,64.905,0,1,3,3,2,2,2,2,9.247,172.759,174.396,6,1,0,0,95.199,0,1,7,5,5,2,5,5,15.439,70.527,72.134,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,6,1,1,1,1,,,1,6,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,,,,waste b,,2|4|1|5|7,,,,,,
R_1plfnANT2Bjtuz8,Default Response Set,Anonymous,,,,0,28/01/2018 16:48,28/01/2018 16:55,1,,,,,,,,,,,1,1,4,5,7,1,5,4,6,2,קרית אתא,"זיהום אויר ממפרץ חיפה והסביבה, אמוניה וכו'",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,7,4,1,,,1,קרית מוצקין,2,2,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,4,3,1,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.51,38.51,40.867,1,1,1,1,1,1,1,1,6.736,20.848,24.705,6,1,0,0,20.339,0,1,5,4,5,5,6,5,13.724,36.124,38.029,6,,,,,,,,,,,,,,,,,6,3,5,6,2,,,1,,,7,6,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,waste c,4|2|1|5|7,,,,,,
R_1iljD0DNBLrEqoP,Default Response Set,Anonymous,,,,0,28/01/2018 16:49,28/01/2018 16:56,1,,,,,,,,,,,1,1,2,1,6,,,,,,,,1,1,טכני,6,6,4,פרסום,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.397,2.397,3.375,1,1,1,5,3,5,5,5,4,6.546,30.858,31.54,19,1,5.187,6.346,22.281,2,1,1,4,3,3,3,4,4,18.96,57.97,58.803,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,3,5,,,,,1,2,4,8,9,,,,,,,,,,,,,,,,1,34,5,3,2,3,ראשון לציון,,נצרת עלית,3,1,1,2,,,,,,,,,,,,1,1,5,1,3,1,1,5,1,1,2,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile waste b,,,,,,,4|1|5|2|7,,,,
R_3KpwrNd8aBlBiDy,Default Response Set,Anonymous,,,,0,28/01/2018 16:48,28/01/2018 16:59,1,,,,,,,,,,,1,1,3,3,5,,,,,,,,1,2,פסיכולוגיה,7,7,7,"הכרה, שכר הולם",1,,,1,2.973,6.12,8.977,2,1,1,5,6,5,6,5,5,4.849,34.575,35.229,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.522,1.522,2.454,1,1,1,6,5,5,5,5,5,0.873,26.053,26.114,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,2,4,1,1,,1,,5,1,8,9,1,36,8,4,1,3,פתח תקווה,,פתח תקווה,3,1,1,1,1,1,6,6,1,7,5,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_symbol,Mobile_air a,,,,,,,,,1|4|2|5|7,,,
R_2BaH76xbOb4CUix,Default Response Set,Anonymous,,,,0,28/01/2018 16:53,28/01/2018 17:00,1,,,,,,,,,,,1,1,4,5,6,1,4,4,5,2,חיפה,"אין מספיק ריאות ירוקות בחיפה,התחילה בניה המונית על חשבון חורש טבעי",,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1.937,7.378,8.679,3,1,1,5,5,7,6,6,5,2.283,39.394,40.115,19,1,2.917,2.917,4,1,1,1,5,6,6,6,5,5,1.5,10.493,11.196,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,4,5,5,,1,,1,,6,6,8,9,1,31,5,3,2,,,1,חיפה,2,2,5,1,1,1,6,4,1,6,5,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_symbol,Mobile_air d,,,,,,,,,1|4|2|5|7,,,
R_2SfsbFjUchkcYTI,Default Response Set,Anonymous,,,,0,28/01/2018 16:44,28/01/2018 17:09,1,,,,,,,,,,,1,1,3,3,3,1,1,1,4,2,קרת ביאליק,מתקן האמוניה בחיפה,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.771,61.974,78.909,8,1,1,2,4,2,3,3,5,13.758,52.253,57.553,24,1,6.898,19.761,45.814,5,1,1,5,4,5,4,4,6,15.154,37.665,38.638,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,4,4,2,1,1,,,,4,6,8,9,1,29,7,3,1,,,1,עכו,2,2,1,1,,,,,,,,,,,,1,1,3,1,3,1,1,4,3,1,4,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile_air e,,,,,,,,1|4|5|2|7,,,
R_1CDRUXB0R63lVlZ,Default Response Set,Anonymous,,,,0,28/01/2018 17:05,28/01/2018 17:13,1,,,,,,,,,,,1,1,2,2,9,,,,,,,,1,1,"מהנדס תעו""נ",7,5,4,הורסיטליות.. פתח למגוון רחב של תעשיות,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.406,13.626,14.498,2,1,1,5,5,6,4,5,7,2.167,34.731,34.777,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.846,1.846,11.054,1,1,1,1,2,1,1,2,7,5.806,32.805,33.721,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,7,6,1,1,,,,7,1,8,9,,,,,,,,,,,,,,,,1,45,7,4,2,2,נשר,1,הונג קונג,2,1,1,1,,,,,,,,,,,,1,1,4,1,4,1,1,4,1,1,4,1,1,1,1,הפרסומות אינן מוכרות לי היות וממעטים לצפות בטלויזיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile_waste e,,,,,,,2|5|4|1|7,,,,
R_1Kfovnm6mpkmU6A,Default Response Set,Anonymous,,,,0,28/01/2018 17:08,28/01/2018 17:17,1,,,,,,,,,,,1,1,4,4,6,1,6,6,6,2,נשר,תחבורה ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,5,4,1,,,1,חיפה,2,2,4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,5,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,28.552,0,1,5,3,3,5,5,6,5.466,24.793,27.591,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,17.686,0,1,3,2,2,3,2,2,18.767,38.999,40.613,6,6,1,6,6,1,1,1,,1,,6,6,8,9,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,waste f,5|1|2|4|7,,,,,,
R_NXXL8Jbi0FdcCLn,Default Response Set,Anonymous,,,,0,28/01/2018 17:14,28/01/2018 17:19,1,,,,,,,,,,,1,1,4,2,5,,,,,,,,1,2,מערכות מידע,5,4,3,שיווק הצעות עבודה מחברות מפתות,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,6,3,2,4,ראשון לציון,,חדרה,3,1,5,1,1,1,5,5,1,3,2,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,7.158,0,1,3,2,2,3,3,2,23.896,36.582,36.969,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,20.724,0,1,5,4,3,3,2,4,6.325,12.835,13.842,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,2,1,,1,,,5,3,8,9,Relevance_control,POLICY PROGRAMS intro_symbol,,,,air a,,,,1|4|5|2|7,,,,,
